Respondent,Country,AgeGroup,EducationLevel
25180,Australia,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25182,United States of America,45-54 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25185,Portugal,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25190,Ukraine,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
25191,Turkey,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25195,United States of America,35-44 years old,Some college/university study without earning a degree
25205,Ukraine,18-24 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
25209,United States of America,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25211,United States of America,55-64 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
25216,Colombia,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25219,Brazil,45-54 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
25220,United States of America,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
25223,United States of America,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
25231,Viet Nam,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25232,Brazil,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
25234,India,18-24 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
25236,Ukraine,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
25237,United States of America,Under 18 years old,Some college/university study without earning a degree
25238,China,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
25239,Germany,18-24 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)"
25241,United States of America,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25245,India,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
25249,Indonesia,18-24 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
25253,India,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25260,India,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25261,Ukraine,18-24 years old,Some college/university study without earning a degree
25262,Ukraine,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
25272,India,18-24 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
25277,Australia,18-24 years old,Primary/elementary school
25278,Ukraine,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25282,United States of America,45-54 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25285,Ukraine,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
25289,India,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25297,United States of America,35-44 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)"
25298,China,18-24 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
25299,Sri Lanka,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25305,Ukraine,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25312,Taiwan,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25313,India,Under 18 years old,Primary/elementary school
25314,Germany,35-44 years old,Some college/university study without earning a degree
25317,Ukraine,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
25319,India,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25333,Ukraine,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
25337,Ecuador,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25343,Turkey,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25348,Serbia,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25349,United States of America,55-64 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
25350,Thailand,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25352,Germany,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
25356,Ukraine,45-54 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
25359,Ukraine,45-54 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
25360,India,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25361,Malaysia,35-44 years old,Some college/university study without earning a degree
25370,Greece,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25376,Indonesia,25-34 years old,Some college/university study without earning a degree
25377,United Kingdom of Great Britain and Northern Ireland,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25380,New Zealand,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25385,Pakistan,18-24 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
25389,Netherlands,Under 18 years old,Primary/elementary school
25390,Japan,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25399,Bulgaria,18-24 years old,Some college/university study without earning a degree
25402,Spain,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25407,Australia,45-54 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
25414,Turkmenistan,18-24 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
25419,Hungary,45-54 years old,Some college/university study without earning a degree
25423,Brazil,35-44 years old,Some college/university study without earning a degree
25432,Nigeria,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25434,Philippines,35-44 years old,Some college/university study without earning a degree
25435,India,45-54 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25436,Uganda,18-24 years old,Some college/university study without earning a degree
25445,Pakistan,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25455,Australia,55-64 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25456,Poland,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
25460,Kenya,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25461,Kenya,25-34 years old,Some college/university study without earning a degree
25467,Italy,45-54 years old,Some college/university study without earning a degree
25471,Germany,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25481,United Kingdom of Great Britain and Northern Ireland,45-54 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
25485,Australia,25-34 years old,Some college/university study without earning a degree
25489,Togo,18-24 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
25495,India,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25496,Ukraine,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
25499,Poland,35-44 years old,Some college/university study without earning a degree
25502,Poland,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
25505,Nigeria,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25508,India,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25509,India,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
25511,Nigeria,25-34 years old,Some college/university study without earning a degree
25513,France,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25519,Czech Republic,45-54 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
25520,Spain,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25521,Germany,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25523,Romania,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25524,Israel,35-44 years old,Some college/university study without earning a degree
25526,Ukraine,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
25530,Denmark,18-24 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
25535,Turkey,45-54 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25540,Pakistan,45-54 years old,Some college/university study without earning a degree
25555,Austria,45-54 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
25558,Kenya,25-34 years old,Some college/university study without earning a degree
25559,Spain,45-54 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
25566,Norway,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25567,Russian Federation,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25569,India,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25573,Spain,35-44 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
25576,India,Under 18 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
25580,Czech Republic,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
25584,India,25-34 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)"
25591,Ukraine,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
25595,India,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
25598,Switzerland,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
25602,France,25-34 years old,Some college/university study without earning a degree
25605,India,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25607,India,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25611,Sweden,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
25620,United Arab Emirates,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25624,Norway,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25633,Netherlands,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25634,Netherlands,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25639,Pakistan,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25642,Sweden,25-34 years old,Some college/university study without earning a degree
25644,India,18-24 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
25645,United States of America,45-54 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25648,Poland,18-24 years old,Some college/university study without earning a degree
25652,Egypt,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25654,Ukraine,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
25660,Democratic Republic of the Congo,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25661,Ukraine,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
25662,Netherlands,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25664,India,18-24 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
25670,Spain,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25671,Ukraine,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
25678,India,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25679,Switzerland,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25684,Indonesia,45-54 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
25686,Germany,45-54 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25688,United States of America,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25691,New Zealand,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25695,Czech Republic,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
25696,South Africa,35-44 years old,Some college/university study without earning a degree
25702,South Africa,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25704,Philippines,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25705,Brazil,45-54 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25706,Canada,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25713,Austria,18-24 years old,Some college/university study without earning a degree
25716,United Kingdom of Great Britain and Northern Ireland,35-44 years old,"Associate degree (A.A., A.S., etc.)"
25718,United Kingdom of Great Britain and Northern Ireland,45-54 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
25719,Poland,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25720,Netherlands,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25726,Japan,25-34 years old,Some college/university study without earning a degree
25728,United Republic of Tanzania,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25733,Romania,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25742,Singapore,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25744,France,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25745,United States of America,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25754,Ukraine,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25757,Latvia,55-64 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25761,Ukraine,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25763,United States of America,55-64 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
25770,India,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25772,Slovakia,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25773,Spain,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25775,Ukraine,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
25780,"Iran, Islamic Republic of...",25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25784,Brazil,18-24 years old,Some college/university study without earning a degree
25790,United States of America,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25806,Germany,18-24 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
25814,United States of America,18-24 years old,Some college/university study without earning a degree
25818,United States of America,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25820,France,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
25821,Czech Republic,Under 18 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
25826,United States of America,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25833,Australia,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25835,Spain,35-44 years old,Some college/university study without earning a degree
25836,Viet Nam,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25838,Italy,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
25843,Italy,18-24 years old,"Associate degree (A.A., A.S., etc.)"
25846,United States of America,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25848,India,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
25849,United States of America,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25854,Brazil,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25857,Italy,35-44 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
25858,India,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25860,Ukraine,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
25864,South Korea,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25870,Norway,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25872,United Kingdom of Great Britain and Northern Ireland,45-54 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25873,Malaysia,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25878,United Kingdom of Great Britain and Northern Ireland,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25879,Ireland,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25882,Morocco,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
25884,Canada,35-44 years old,Some college/university study without earning a degree
25890,India,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25892,Poland,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
25894,Spain,18-24 years old,Some college/university study without earning a degree
25898,United States of America,35-44 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)"
25899,United Kingdom of Great Britain and Northern Ireland,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
25902,Canada,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25904,Netherlands,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25907,United States of America,45-54 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
25911,United States of America,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
25915,Greece,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
25916,Poland,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
